InspectionDate,HouseNumber,StreetName,Apartment,Borough,ViolationID,CurrentStatus,NOVDescription,BuildingID,Class,RegistrationID,BoroID,LowHouseNumber,HighHouseNumber,StreetCode,Postcode,Story,Block,Lot,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVIssuedDate,CurrentStatusID,CurrentStatusDate,NovType,ViolationStatus,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
06/17/2021,1900,LEXINGTON AVENUE,16D,MANHATTAN,14380249,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL 40 SQ FT AT CEILING 40 SQ FT IN THE BATHROOM LOCATED AT APT 16D, 16th STORY, 2nd APARTMENT FROM EAST AT SOUTH",24078,C,139495,1,1900,1932,24890,10035,16,1767,16,06/17/2021,07/19/2021,07/14/2021,,,,550,7381018,06/18/2021,19,10/15/2021,Original,Close,40.800055,-73.940585,11,9,182,1054347,1017670016,East Harlem North
04/12/2021,1504,SHERIDAN AVENUE,4L,BRONX,14396220,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX (10 SQ FT) AT EAST WALL IN THE BATHROOM LOCATED AT APT 4L, 4th STORY, 8th APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 14215033 ISSUED 12-APR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",109458,C,203607,2,1504,1504,64620,10457,4,2819,1,06/18/2021,07/19/2021,07/14/2021,,,07/06/2021,550,7381294,06/18/2021,19,08/27/2021,Original,Close,40.840864,-73.911364,4,16,225,2007807,2028190001,East Concourse-Concourse Village
11/24/2020,57-07,SHORE FRONT PARKWAY,603,QUEENS,14537529,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 16 SQUARE FEET AT CEILING IN THE BATHROOM LOCATED AT APT 603, 6th STORY, 3rd APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13911444 ISSUED 24-NOV-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",811858,C,421694,4,57-07,57-07,62200,11692,6,15926,1,09/04/2021,10/08/2021,10/03/2021,,,,550,7466661,09/07/2021,47,09/07/2021,Original,Open,40.592085,-73.786713,14,31,97202,4312847,4159260001,Hammels-Arverne-Edgemere
07/20/2021,24-30,29 STREET,4B,QUEENS,14412265,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CLOSET CEILING 8 SQ.FT/EAST WALL 18 SQ.FT /NORTH WALL 8 SQ.FT/WEST WALL 4 SQ.FT & SOUTH WALL 9 SQ.FT IN THE PRIVATE HALLWAY LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",810320,C,405682,4,24-30,24-30,77400,11102,4,841,42,07/20/2021,08/21/2021,08/16/2021,,,,550,7414429,07/21/2021,47,07/21/2021,Original,Open,40.772461,-73.917048,1,22,125,4431085,4008410042,Steinway
07/01/2021,528,WEST 136 STREET,55,MANHATTAN,14420257,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE EAST WALL IN THE 5th ROOM FROM NORTH LOCATED AT APT 55, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",40940,C,117718,1,528,534,36490,10031,5,1988,127,07/02/2021,08/06/2021,08/01/2021,,,,550,7396382,07/06/2021,20,07/26/2021,Original,Open,40.820125,-73.953071,9,7,22301,1059808,1019880127,Manhattanville
07/14/2021,1807,CLINTON AVENUE,5D,BRONX,14440097,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX. 40 SQ FT IN THE BATHROOM LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",806180,C,204459,2,1807,1823,20220,10457,5,2949,25,07/19/2021,08/20/2021,08/15/2021,,,,550,7413049,07/20/2021,47,07/20/2021,Original,Open,40.842360,-73.892446,6,17,36902,2100075,2029490025,East Tremont
07/09/2021,197,LENOX AVENUE,4A,MANHATTAN,14440199,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE CEILING AND ALL WALLS. IN THE BATHROOM LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",23458,C,133916,1,197,197,24690,10026,4,1904,35,07/20/2021,08/21/2021,08/16/2021,,,,550,7413428,07/21/2021,19,09/28/2021,Original,Close,40.804450,-73.947928,10,9,220,1057560,1019040035,Central Harlem South
07/15/2021,1242,MORRIS AVENUE,3N,BRONX,14441984,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL IN THE 2nd ROOM FROM EAST LOCATED AT APT 3N, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",97351,C,200377,2,1242,1242,52120,10456,3,2439,30,07/20/2021,08/21/2021,08/16/2021,,,,550,7413704,07/21/2021,47,07/21/2021,Original,Open,40.834437,-73.913393,4,16,17701,2002416,2024390030,East Concourse-Concourse Village
07/16/2021,165,EAST 19 STREET,1D,BROOKLYN,14447840,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 40 SQ FT AT ALL WALLS AND CEILING . IN THE BATHROOM LOCATED AT APT 1D, 1st STORY, 2nd APARTMENT FROM EAST AT SOUTH",248194,C,330953,3,151,183,35680,11226,1,5123,51,07/20/2021,08/21/2021,08/16/2021,,,,550,7413983,07/21/2021,19,11/23/2021,Original,Close,40.645663,-73.961381,14,40,51001,3117616,3051230051,Flatbush
07/16/2021,718,GARDEN STREET,1A,BRONX,14448195,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS IN THE BATHROOM LOCATED AT APT 1A LOWER LEVEL, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",857160,C,223113,2,718,718,34620,10457,1,3099,124,07/20/2021,08/21/2021,08/16/2021,,,,550,7414457,07/21/2021,47,07/21/2021,Original,Open,40.850538,-73.885301,6,15,393,2101295,2030990124,Belmont
07/16/2021,1583,PROSPECT PLACE,7B,BROOKLYN,14448558,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... TOTALLING APPROXIMATELY 30 SQ FT AT THE CEILING AND NORTH WALL IN THE BATHROOM FROM NORTH LOCATED AT APT 7B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''EAST''",356822,C,354298,3,1569,1583,72730,11233,2,1363,78,07/19/2021,08/20/2021,08/15/2021,,,,550,7412877,07/20/2021,20,09/02/2021,Original,Open,40.672892,-73.923902,8,41,359,3036143,3013630078,Crown Heights North
07/18/2021,735,LINCOLN AVENUE,6L,BROOKLYN,14449830,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX. 15 SQ.FT. AT EAST WALL APPROX. 5 SQ.FT. AT WEST WALL APPROX. 5 SQ.FT. AND AT SOUTH WALL APPROX. 5 SQ.FT. IN THE BATHROOM LOCATED AT APT 6L, 6th STORY, 5th APARTMENT FROM NORTH AT EAST",326090,C,374306,3,735,735,55930,11208,6,4271,9001,07/19/2021,08/20/2021,08/15/2021,,,,550,7412789,07/20/2021,47,07/20/2021,Original,Open,40.671074,-73.866042,5,42,1208,3343256,3042719001,East New York
05/30/2020,53,VERMILYEA AVENUE,5D,MANHATTAN,14449893,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX 9 SQ. FTAND SOUTH WALL APPROXIMATELY 9 SQUARE FEET IN THE 2nd ROOM FROM EAST LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13636496 ISSUED 30-MAY-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",28943,C,108192,1,53,55,32690,10034,5,2225,1,07/19/2021,08/19/2021,08/14/2021,,,,550,7410103,07/19/2021,47,07/19/2021,Original,Open,40.865463,-73.924094,12,10,291,1064819,1022250001,Marble Hill-Inwood
02/22/2021,170-06,88 AVENUE,1E,QUEENS,14449895,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 10 SQ FT AT WINDOW FRAME FROM WEST AT NORTH WALL IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT BSMT-APT 1E, 2nd BSMT-APT FROM WEST AT NORTH ORIGINAL VIOLATION 14036569 ISSUED 22-FEB-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",495362,C,420264,4,170-06,170-06,17790,11432,Basement,9824,43,07/19/2021,08/19/2021,08/14/2021,,,,550,7411615,07/19/2021,19,11/23/2021,Original,Close,40.710405,-73.791399,12,27,462,4210164,4098240043,Jamaica
05/07/2021,53,ARLINGTON AVENUE,3R,BROOKLYN,14449898,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 10 SQFT AT NORTH WALL IN THE 3rd ROOM FROM NORTH LOCATED AT APT 3R , 3rd STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14327901 ISSUED 07-MAY-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",184797,C,366644,3,53,53,12830,11207,3,3917,23,07/19/2021,08/19/2021,08/14/2021,,,,550,7410962,07/19/2021,47,07/19/2021,Original,Open,40.679655,-73.892770,5,37,1146,3086823,3039170023,Cypress Hills-City Line
07/15/2021,659,ROGERS AVENUE,3,BROOKLYN,14449913,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... .. EAST WALL, SOUTH WALL, WEST WALL, CEILING IN THE BATHROOM LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",363947,C,0,3,659,659,73690,11226,2,5057,2,07/20/2021,08/21/2021,08/16/2021,,,,550,7414179,07/21/2021,19,09/21/2021,Original,Close,40.655459,-73.952974,9,40,820,3116043,3050570002,Prospect Lefferts Gardens-Wingate
07/16/2021,2317,NEWKIRK AVENUE,1A,BROOKLYN,14451118,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 44 SQUARE FEET COMBINED AT WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 1A, 1st STORY, APARTMENT AT EAST",344317,C,311607,3,2317,2317,65030,11226,1,5209,24,07/20/2021,08/21/2021,08/16/2021,,,,550,7414125,07/21/2021,20,10/13/2021,Original,Open,40.639342,-73.955400,14,40,51601,3120307,3052090024,Flatbush
10/04/2021,902,44 STREET,B18,BROOKLYN,14608482,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH AND WEST WALL AND 2ND RIER ATNORTH, TOTAL 30 SQ FT IN THE BATHROOM LOCATED AT APT B18, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",150896,C,326555,3,902,902,8780,11219,2,5607,3,10/05/2021,11/06/2021,11/01/2021,,,11/04/2021,550,7503428,10/06/2021,20,11/20/2021,Original,Open,40.642922,-73.997658,12,38,112,3136283,3056070003,Sunset Park East
07/19/2021,1754,NOSTRAND AVENUE,2,BROOKLYN,14451395,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... TOTALLING APPROXIMATELY 30 SQ FT AT THE NORTH WALL, CEILING, WEST WALL IN THE BATHROOM LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",346285,C,379615,3,1754,1754,67030,11226,2,5195,9,07/20/2021,08/21/2021,08/16/2021,,,,550,7414145,07/21/2021,47,07/21/2021,Original,Open,40.642825,-73.948724,17,45,828,3120021,3051950009,Erasmus
03/22/2021,1652,POPHAM AVENUE,4C,BRONX,14451551,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 20 SQ FT AT CEILING IN THE BATHROOM LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 14084565 ISSUED 22-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",103698,C,204760,2,1652,1656,59020,10453,4,2877,290,07/20/2021,08/20/2021,08/15/2021,,,,550,7412492,07/20/2021,47,07/20/2021,Original,Open,40.849239,-73.920776,5,14,20501,2008890,2028770290,University Heights-Morris Heights
07/06/2021,684,EAST 189 STREET,3E,BRONX,14618819,INVALID CERTIFICATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL APPROX 10 SQ FT, CEILING APPROX 6 SQ FT AND WEST WALL APPROX 10 SQ FT IN THE BATHROOM LOCATED AT APT 3E, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14426468 ISSUED 06-JUL-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",66846,C,209421,2,684,684,27330,10458,3,3090,49,10/09/2021,11/12/2021,11/07/2021,,,,550,7508528,10/12/2021,28,11/04/2021,Original,Open,40.856229,-73.883704,6,15,389,2012553,2030900049,Belmont
10/27/2021,2328,UNIVERSITY AVENUE,1S,BRONX,14655171,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQ FT AT EAST WALL IN THE 5th ROOM FROM EAST LOCATED AT APT 1S, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",116943,C,204301,2,2328,2328,70620,10468,1,3212,42,11/08/2021,12/10/2021,12/05/2021,,,,550,7540166,11/09/2021,47,11/09/2021,Original,Open,40.861234,-73.906291,7,14,253,2014603,2032120042,Kingsbridge Heights
11/08/2021,382,WADSWORTH AVENUE,5D,MANHATTAN,14661532,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX.10.SQ.FT., NORTH APPROX.10.SQ.FT. EAST WALL APPROX.5.SQ.FT.AND WEST WALLS APPROX.5.SQ.FT. IN THE BATHROOM LOCATED AT APT 5D, 5th STORY, 3rd APARTMENT FROM SOUTH AT WEST",29047,C,115822,1,382,384,32790,10040,5,2170,256,11/08/2021,12/10/2021,12/05/2021,,,,550,7539726,11/09/2021,47,11/09/2021,Original,Open,40.856688,-73.929353,12,10,279,1064074,1021700256,Washington Heights North
11/08/2021,2042,GRAND AVENUE,2H,BRONX,14661576,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 30 SQ. FT. AT CEILING APPROX. 12 SQ.FT. AT EAST WALL IN THE BATHROOM LOCATED AT APT 2H, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",81461,C,204288,2,2040,2054,36320,10453,2,3193,1,11/08/2021,12/10/2021,12/05/2021,,,,550,7540003,11/09/2021,47,11/09/2021,Original,Open,40.854174,-73.909225,5,14,251,2014154,2031930001,University Heights-Morris Heights
11/08/2021,2851,VALENTINE AVENUE,B25,BRONX,14661593,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL APPROX 10 SQ FT, SOUTH WALL APPROX 10 SQ FT, EAST WALL APPROX 10 SQ FT, WEST WALL APPROX 10 SQ FT AND CEILING APPROX 15 SQ FT IN THE BATHROOM LOCATED AT APT B25, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''2857''",117154,C,219832,2,2851,2859,70720,10458,2,3305,1,11/08/2021,12/10/2021,12/05/2021,,,,550,7540185,11/09/2021,47,11/09/2021,Original,Open,40.869673,-73.889650,7,15,40702,2017164,2033050001,Bedford Park-Fordham North
11/08/2021,1740,GRAND AVENUE,104,BRONX,14661727,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 48 SQ. FT. AT CEILING APPROX. 16 SQ. FT. AT SOUTH WALL APPROX. 24 SQ. FT. AT NORTH WALL APPROX. 15 SQ. FT. AT EAST WALL APPROX. 15 SQ. FT. AT WEST WALL IN THE BATHROOM LOCATED AT APT 104, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''SOUTH''",81432,C,200925,2,1740,1740,36320,10453,1,2867,108,11/08/2021,12/10/2021,12/05/2021,,,,550,7539999,11/09/2021,47,11/09/2021,Original,Open,40.849226,-73.913511,5,14,217,2008513,2028670108,University Heights-Morris Heights
11/08/2021,221,LINDEN BOULEVARD,B24,BROOKLYN,14661754,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALL 30SQ FEET IN THE BATHROOM LOCATED AT APT B24, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''B''",327173,C,311832,3,221,221,56230,11226,2,5085,75,11/08/2021,12/10/2021,12/05/2021,,,,550,7540443,11/09/2021,47,11/09/2021,Original,Open,40.652595,-73.950832,17,40,820,3344031,3050850075,Prospect Lefferts Gardens-Wingate
04/15/2019,3225,OLINVILLE AVENUE,6J,BRONX,13018003,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ON CEILING APPROX. 16 SQ FT., EAST WALL APPROX. 8 SQ FT., WEST WALL APPROX. 8 SQ FT., NORTH WALL APPROX. 14 SQ FT AND SOUTH WALL APPROX. 6 SQ FT. IN THE BATHROOM LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",100355,C,200892,2,3225,3225,55520,10467,6,4594,40,04/16/2019,05/13/2019,05/08/2019,,,,550,6453734,04/17/2019,20,09/23/2021,Original,Open,40.872033,-73.868255,12,15,376,2056197,2045940040,Williamsbridge-Olinville
02/09/2019,590,WEST 204 STREET,22A,MANHATTAN,13035218,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX 10 SQ FEET IN THE BATHROOM LOCATED AT APT 22A, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 12903324 ISSUED 09-FEB-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",43669,C,104164,1,588,596,37630,10034,2,2221,17,04/25/2019,05/21/2019,05/16/2019,,,,550,6462191,04/25/2019,19,04/08/2020,Original,Close,40.864838,-73.921727,12,10,291,1064769,1022210017,Marble Hill-Inwood
11/05/2021,868,HUNTS POINT AVENUE,2A,BRONX,14667437,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT WALLS AND CEILING IN CLOSET APPROX. 30 SQ. FT. IN THE FOYER LOCATED AT APT 2A, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",87892,C,214801,2,868,868,41620,10474,2,2762,45,11/08/2021,12/10/2021,12/05/2021,,,,550,7540054,11/09/2021,47,11/09/2021,Original,Open,40.818448,-73.889056,2,17,11502,2006436,2027620045,Hunts Point
10/29/2019,362,LINDEN BOULEVARD,2A,BROOKLYN,13390086,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE CEILING AND ALL WALLS . APPROX 40 SQ FT IN THE BATHROOM LOCATED AT APT 2A, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION AT WEST",327285,C,305236,3,362,362,56230,11203,1,4871,1,10/30/2019,11/26/2019,11/21/2019,,,12/03/2019,550,6679699,10/31/2019,20,09/29/2021,Original,Open,40.652856,-73.945765,17,40,816,3108655,3048710001,East Flatbush-Farragut
09/26/2019,2755,RESERVOIR AVENUE,2L,BRONX,13505895,NOT COMPLIED WITH,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, NORTH WALL AND SOUTH WALL IN THE BATHROOM LOCATED AT APT 2L, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13303351 ISSUED 26-SEP-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",105950,C,208764,2,2751,2759,60820,10468,2,3249,38,12/17/2019,01/12/2020,01/07/2020,,,,550,6765202,12/17/2019,21,09/22/2021,Original,Open,40.869868,-73.898736,8,14,26702,2015310,2032490038,Van Cortlandt Village
11/05/2021,144-03,BARCLAY AVENUE,2G,QUEENS,14668714,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 20 SQUARE FEET CEILING,APPROX 2 SQUARE FEET EAST WALL,APPROX 4 SQUARE FEET SOUTH WALL, APPROX 4 SQUARE FEET WEST WALL, APPROX 25 SQUARE FEET NORTH WALL IN THE BATHROOM LOCATED AT APT 2G, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",630380,C,404174,4,144-01,144-03,29290,11355,2,5050,1,11/08/2021,12/10/2021,12/05/2021,,,,550,7540650,11/09/2021,47,11/09/2021,Original,Open,40.759849,-73.820598,7,20,863,4114715,4050500001,Murray Hill
02/12/2021,552,WILLIAMS AVENUE,2F,BROOKLYN,14024532,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALL IN THE 3rd ROOM FROM EAST LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",395855,C,311291,3,552,552,92930,11207,2,3835,33,02/16/2021,03/20/2021,03/15/2021,,,,550,7091545,02/17/2021,22,07/20/2021,Original,Open,40.662144,-73.897246,5,42,1130,3085403,3038350033,East New York (Pennsylvania Ave)
08/20/2021,1531,WESTCHESTER AVENUE,5A,BRONX,14674461,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... (APPROX. 6 SQ. FT) AT CEILING, (APPROX. 6 SQ. FT) AT WEST WALL IN THE BATHROOM LOCATED AT APT 5A, 5th STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 14513568 ISSUED 20-AUG-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",122235,C,209707,2,1529,1531,76950,10472,5,3773,5,11/09/2021,12/10/2021,12/05/2021,,,,550,7540216,11/09/2021,47,11/09/2021,Original,Open,40.828642,-73.878571,9,18,54,2025162,2037730005,West Farms-Bronx River
10/03/2020,407,WEST 205 STREET,4A,MANHATTAN,14308245,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 12 SQ FT WEST WALL IN THE KITCHEN LOCATED AT APT 4A, 4th STORY, 2nd APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13845073 ISSUED 03-OCT-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",43682,C,141070,1,407,409,37650,10034,4,2202,31,04/24/2021,05/27/2021,05/22/2021,,,,550,7327860,04/26/2021,20,09/29/2021,Original,Open,40.862552,-73.918367,12,10,299,1064506,1022020031,Marble Hill-Inwood
06/13/2020,183-01,141 AVENUE,1,QUEENS,14311031,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT( APPROXIMATELY 25 SQFT) CEILING , EAST SOUTH , NORTH AND WEST WALLS IN THE BATHROOM LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13695455 ISSUED 13-JUN-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",551166,C,910766,4,183-01,183-03,22700,11413,1,13041,45,04/27/2021,05/28/2021,05/23/2021,,,,550,7330380,04/27/2021,19,09/22/2021,Original,Close,40.670903,-73.760639,12,31,330,4280569,4130410045,Springfield Gardens North
05/03/2021,407,WEST 205 STREET,1E,MANHATTAN,14424253,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND NORTH AND WEST WALLS APPROX 20 SQ.FT IN THE BATHROOM LOCATED AT APT 1E, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14319927 ISSUED 03-MAY-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",43682,C,141070,1,407,409,37650,10034,1,2202,31,07/06/2021,08/06/2021,08/01/2021,,,,550,7396439,07/06/2021,22,09/29/2021,Original,Open,40.862552,-73.918367,12,10,299,1064506,1022020031,Marble Hill-Inwood
