InspectionDate,HouseNumber,StreetName,Apartment,Borough,Full Address,Latitude,Longitude,ViolationID,CurrentStatus,NOVDescription,BuildingID,Class,RegistrationID,BoroID,LowHouseNumber,HighHouseNumber,StreetCode,Postcode,Story,Block,Lot,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVIssuedDate,CurrentStatusID,CurrentStatusDate,NovType,ViolationStatus,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
03/02/2021,1349,STRATFORD AVENUE,1H,BRONX,1349 STRATFORD AVENUE 1H BRONX ,40.8329832,-73.8765929,14321026,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 10 SQ FT AT SOUTH AND WEST WALL IN THE BATHROOM LOCATED AT APT 1H, 1st STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14051759 ISSUED 02-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",111995,C,200630,2,1349,1349,67120,10472,1,3866,49,05/04/2021,06/04/2021,05/30/2021,,,,550,7336493,05/04/2021,20,09/30/2021,Original,Open,40.832973,-73.876391,9,18,56,2027476,2038660049,West Farms-Bronx River
03/03/2021,1711,MORRIS AVENUE,6L,BRONX,1711 MORRIS AVENUE 6L BRONX ,40.8444559,-73.9097382,14351658,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... EAST WALL ( 12 SQ FT ) IN THE KITCHEN LOCATED AT APT 6L, 6th STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14065624 ISSUED 03-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",97426,C,204772,2,1711,1711,52120,10457,6,2824,51,05/21/2021,06/21/2021,06/16/2021,,,,550,7353799,05/21/2021,20,08/20/2021,Original,Open,40.844521,-73.909411,4,15,22703,2007873,2028240051,Mount Hope
03/03/2021,991,CARROLL STREET,A4,BROOKLYN,991 CARROLL STREET A4 BROOKLYN ,40.6679121,-73.9576414,14052302,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, NORTH, EAST, SOUTH AND WEST WALL, 1ST RISER AT WEST, 1ST WINDOW FRAME AT NORTH, TOTAL 45 SQ FT IN THE BATHROOM LOCATED AT APT A4, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",218226,C,303827,3,979,993,24830,11225,1,1280,58,03/04/2021,04/05/2021,03/31/2021,,,06/28/2021,550,7108683,03/05/2021,20,07/24/2021,Original,Open,40.667732,-73.957439,9,35,325,3033471,3012800058,Crown Heights South
03/03/2021,666,ST NICHOLAS AVENUE,22,MANHATTAN,666 ST NICHOLAS AVENUE 22 MANHATTAN ,40.822612,-73.9450619,14353458,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL IN THE BATHROOM LOCATED AT APT 22, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14051954 ISSUED 03-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",28165,C,102300,1,662,670,31190,10030,2,2051,35,05/22/2021,06/24/2021,06/19/2021,,,,550,7354995,05/24/2021,47,05/24/2021,Original,Open,40.82291,-73.945283,9,9,227,1061051,1020510035,Hamilton Heights
03/03/2021,1414,WYTHE PLACE,3B,BRONX,1414 WYTHE PLACE 3B BRONX ,40.8397766,-73.9144424,14051895,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 35 SQUARE FEET AT WEST WALL IN THE BATHROOM LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''SOUTH''",125734,C,204282,2,1414,1416,78750,10452,2,2833,6,03/03/2021,04/04/2021,03/30/2021,,,03/30/2021,550,7107189,03/04/2021,19,05/20/2021,Original,Close,40.839598,-73.914818,4,14,223,2007997,2028330006,West Concourse
03/03/2021,35-25,95 STREET,D9,QUEENS,35-25 95 STREET D9 QUEENS ,40.7523099,-73.8720951,14052052,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 30 SQ FT AT CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT D9, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",505903,C,407461,4,35-25,35-25,18840,11372,4,1469,63,03/03/2021,04/04/2021,03/30/2021,,,,550,7107575,03/04/2021,47,03/04/2021,Original,Open,40.752798,-73.872544,3,21,273,4036191,4014690063,Jackson Heights
03/03/2021,1420,BROOKLYN AVENUE,2G,BROOKLYN,1420 BROOKLYN AVENUE 2G BROOKLYN ,40.6377994,-73.9429166,14052475,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, NORTH, SOUTH AND EAST WALL, TOTAL 50 SQ FT IN THE BATHROOM LOCATED AT APT 2G, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",807867,C,303048,3,1420,1420,23330,11210,2,4981,50,03/04/2021,04/05/2021,03/31/2021,,,,550,7109126,03/05/2021,47,03/05/2021,Original,Open,40.638282,-73.94244,17,45,782,3327344,3049810050,East Flatbush-Farragut
03/03/2021,203,WEST 81 STREET,6E,MANHATTAN,203 WEST 81 STREET 6E MANHATTAN ,40.7847793,-73.9778528,14051409,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS APPROX 35 SQ.FT IN THE BATHROOM LOCATED AT APT 6E, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",35872,C,107661,1,203,211,35390,10024,6,1229,7501,03/04/2021,04/05/2021,03/31/2021,,,,550,7108128,03/05/2021,47,03/05/2021,Original,Open,40.784596,-73.977655,7,6,167,1032699,1012297501,Upper West Side
03/03/2021,140,CLARA STREET,1,BROOKLYN,140 CLARA STREET 1 BROOKLYN ,40.642765,-73.984973,14052925,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, EAST, WEST, SOUTH WALL AND 1ST WINDOW FRAME AT SOUTH, TOTAL 75 SQ FT IN THE BATHROOM LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",220709,C,316177,3,138,140,26330,11218,1,5308,37,03/04/2021,04/05/2021,03/31/2021,,,,550,7108695,03/05/2021,19,05/19/2021,Original,Close,40.64269,-73.984815,12,39,496,3123739,3053080037,Kensington-Ocean Parkway
03/03/2021,140,CLARA STREET,1,BROOKLYN,140 CLARA STREET 1 BROOKLYN ,40.642765,-73.984973,14052974,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, NORTH, SOUTH, EAST AND WEST WALL, 1ST WINDOW FRAME AT EAST, 1ST WINDOW FRAME AT SOUTH, TOTAL 245 SQ FT IN THE 1st ROOM FROM EAST LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",220709,C,316177,3,138,140,26330,11218,1,5308,37,03/04/2021,04/05/2021,03/31/2021,,,,550,7108695,03/05/2021,19,05/19/2021,Original,Close,40.64269,-73.984815,12,39,496,3123739,3053080037,Kensington-Ocean Parkway
03/03/2021,140,CLARA STREET,1,BROOKLYN,140 CLARA STREET 1 BROOKLYN ,40.642765,-73.984973,14052986,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH AND WEST WALL AND 1ST WINDOW FRAME AT SOUTH, TOTAL 35 SQ FT IN THE 2nd ROOM FROM EAST LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",220709,C,316177,3,138,140,26330,11218,1,5308,37,03/04/2021,04/05/2021,03/31/2021,,,,550,7108695,03/05/2021,19,05/19/2021,Original,Close,40.64269,-73.984815,12,39,496,3123739,3053080037,Kensington-Ocean Parkway
03/03/2021,140,CLARA STREET,1,BROOKLYN,140 CLARA STREET 1 BROOKLYN ,40.642765,-73.984973,14052998,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, SOUTH AND EAST WALL, TOTAL 30 SQ FT IN THE KITCHEN LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",220709,C,316177,3,138,140,26330,11218,1,5308,37,03/04/2021,04/05/2021,03/31/2021,,,,550,7108695,03/05/2021,19,05/19/2021,Original,Close,40.64269,-73.984815,12,39,496,3123739,3053080037,Kensington-Ocean Parkway
03/03/2021,988,GREENE AVENUE,D,BROOKLYN,988 GREENE AVENUE D BROOKLYN ,40.6909208,-73.9282488,14053006,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING , EAST , WEST , NORTH AND SOUTH WALLS IN THE BATHROOM LOCATED AT APT D, 1st STORY, 2nd APARTMENT FROM EAST AT SOUTH",808462,C,339672,3,988,988,45930,11221,1,1622,34,03/04/2021,04/05/2021,03/31/2021,,,,550,7109135,03/05/2021,47,03/05/2021,Original,Open,40.691005,-73.92845,3,36,387,3324999,3016220034,Stuyvesant Heights
03/03/2021,3260,CONEY ISLAND AVENUE,F8,BROOKLYN,3260 CONEY ISLAND AVENUE F8 BROOKLYN ,40.5766518,-73.9597342,14058959,INVALID CERTIFICATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ON CEILING (APPROX 24 SQ FT), EAST WALL (APPROX 12 SQ FT), NORTH WALL (APPROX 4 SQ FT) IN THE BATHROOM LOCATED AT APT F8, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",225144,C,350394,3,3242,3266,28830,11235,6,8692,41,03/05/2021,04/08/2021,04/03/2021,,,,550,7111032,03/08/2021,28,04/08/2021,Original,Open,40.57648,-73.959531,13,48,36002,3245127,3086920041,Brighton Beach
03/03/2021,4030,BRONX BOULEVARD,2H,BRONX,4030 BRONX BOULEVARD 2H BRONX ,40.8905846,-73.8630865,14062641,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 18 SQ. FT. AT EAST WALL, 18 SQ. FT. AT NORTH WALL AND 8 SQ. FT. AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 2H, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",51806,C,200695,2,4030,4030,15020,10466,2,4821,45,03/07/2021,04/08/2021,04/03/2021,,,,550,7110243,03/08/2021,20,06/05/2021,Original,Open,40.890589,-73.863314,12,12,408,2062876,2048210045,Williamsbridge-Olinville
03/03/2021,63,METROPOLITAN OVAL,4C,BRONX,63 METROPOLITAN OVAL 4C BRONX ,40.837943,-73.8615289,14326239,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... (APPROX. 22 SQ. FEET) AT WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 4C, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14058140 ISSUED 03-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",95924,C,211040,2,61,63,50770,10462,5,3937,7501,05/07/2021,06/07/2021,06/02/2021,,,,550,7339924,05/07/2021,47,05/07/2021,Original,Open,40.838184,-73.86057,9,18,21602,2029113,2039377501,Parkchester
03/04/2021,85,MC CLELLAN STREET,6F,BRONX,85 MC CLELLAN STREET 6F BRONX ,40.833936,-73.920812,14058796,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 36 SQ. FT. AT THE 1st DOOR FRAME FROM EAST AT SOUTH WALL, SOUTH WALL, WEST WALL, 1st WINDOW FRAME FROM SOUTH AT WEST WALL, NORTH WALL, EAST WALL, CEILING IN THE 2nd BATHROOM FROM NORTH LOCATED AT APT 6F, 6th STORY, 4th APARTMENT FROM EAST AT SOUTH",95441,C,209119,2,81,85,50120,10452,6,2479,1,03/05/2021,04/08/2021,04/03/2021,,,,550,7110542,03/08/2021,19,05/27/2021,Original,Close,40.833765,-73.92099,4,16,197,2002954,2024790001,West Concourse
03/04/2021,410,ST NICHOLAS AVENUE,2H,MANHATTAN,410 ST NICHOLAS AVENUE 2H MANHATTAN ,40.8140596,-73.9492538,14353459,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 10SQ FT AT CEILING IN THE BATHROOM LOCATED AT APT 2H, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14058733 ISSUED 04-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",28110,C,139484,1,404,410,31190,10027,2,1958,1,05/22/2021,06/24/2021,06/19/2021,,,06/15/2021,550,7354986,05/24/2021,9,08/26/2021,Original,Close,40.814225,-73.949521,10,9,215,1084089,1019580001,Central Harlem North-Polo Grounds
03/04/2021,255,EAST 176 STREET,3G,BRONX,255 EAST 176 STREET 3G BRONX ,40.8476344,-73.9045681,14058760,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 30 SQ FT AT CEILING, WEST WALL, NORTH WALL, EAST WALL, SOUTH WALL, 1st WINDOW FRAME FROM EAST AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 3G, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",65812,C,207439,2,255,255,26940,10457,3,2802,46,03/05/2021,04/08/2021,04/03/2021,,,04/08/2021,550,7110360,03/08/2021,9,06/21/2021,Original,Close,40.847416,-73.904752,5,15,23302,2007569,2028020046,Mount Hope
03/04/2021,1916,ALBEMARLE ROAD,603,BROOKLYN,1916 ALBEMARLE ROAD 603 BROOKLYN ,40.64682,-73.960796,14059465,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (APPROX. 15 SQ FT), WEST WALL (APPROX. 8 SQ FT), NORTH WALL (APPROX. 5 SQ FT) AND SOUTH WALL (APPROX. 4 SQ FT) IN THE BATHROOM LOCATED AT APT 603, 6th STORY, 4th APARTMENT FROM WEST AT NORTH , SECTION AT NORTH",183910,C,335864,3,1916,1926,12330,11226,6,5123,5,03/05/2021,04/08/2021,04/03/2021,,,,550,7110916,03/08/2021,19,04/21/2021,Original,Close,40.647175,-73.961042,14,40,51001,3117609,3051230005,Flatbush
03/04/2021,533,KNICKERBOCKER AVENUE,1L,BROOKLYN,533 KNICKERBOCKER AVENUE 1L BROOKLYN ,40.697593,-73.915706,14348046,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROXIMATELY 25 SQ FT AND WINDOW RECESS 4 SQ FT IN THE BATHROOM LOCATED AT APT 1L, 1st STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14059522 ISSUED 04-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",321334,C,352049,3,533,533,54100,11221,1,3326,4,05/19/2021,06/19/2021,06/14/2021,,,,550,7351337,05/19/2021,19,07/17/2021,Original,Close,40.697427,-73.915901,4,37,433,3076119,3033260004,Bushwick North
03/05/2021,51-45,ALMEDA AVENUE,1F,QUEENS,51-45 ALMEDA AVENUE 1F QUEENS ,40.5973164,-73.7835007,14061394,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (4 SQ FT), NORTH (4 SQ FT) & EAST (26 SQ FT) WALLS. IN THE 1st ROOM FROM NORTH LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",811145,C,432092,4,51-45,51-45,27820,11691,1,16001,2,03/08/2021,04/09/2021,04/04/2021,,,03/25/2021,550,7113288,03/09/2021,9,06/07/2021,Original,Close,40.597793,-73.783094,14,31,97203,4436434,4160010002,Hammels-Arverne-Edgemere
03/05/2021,68,MARCY AVENUE,1A,BROOKLYN,68 MARCY AVENUE 1A BROOKLYN ,40.7119408,-73.9558214,14063459,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 30SQ FT AT CEILING CEILING IN THE BATHROOM LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",332663,C,304988,3,68,74,58730,11211,1,2396,21,03/10/2021,04/11/2021,04/06/2021,,,,550,7115921,03/11/2021,19,06/10/2021,Original,Close,40.711985,-73.955665,1,34,523,3062846,3023960021,North Side-South Side
03/05/2021,1772,MADISON AVENUE,1A,MANHATTAN,1772 MADISON AVENUE 1A MANHATTAN ,40.8004678,-73.9451349,13994913,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ...SOUTH WALL IN THE 5th ROOM FROM EAST AT SOUTH LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",805037,C,136446,1,1772,1782,25390,10035,1,1622,17,03/05/2021,04/08/2021,04/03/2021,,,,550,7111768,03/08/2021,47,03/08/2021,Original,Open,40.800312,-73.944623,11,9,184,1080650,1016220017,East Harlem North
03/05/2021,106,WEST 137 STREET,2A,MANHATTAN,106 WEST 137 STREET 2A MANHATTAN ,40.815472,-73.9406767,13994987,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS APPROX 48 SQ.FT. IN THE BATHROOM LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",40958,C,118101,1,106,106,36510,10030,2,1921,38,03/05/2021,04/08/2021,04/03/2021,,,,550,7110061,03/08/2021,47,03/08/2021,Original,Open,40.815642,-73.940499,10,9,228,1058339,1019210038,Central Harlem North-Polo Grounds
03/05/2021,45,TWIN PINES DRIVE,12G,BROOKLYN,45 TWIN PINES DRIVE 12G BROOKLYN ,40.6478105,-73.884586,14061866,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 24 SQ.FT AT CEILING, 2 SQ.FT AT EAST WALL, AND 4 SQ.FT AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 12G, 12th STORY, 2nd APARTMENT FROM NORTH AT EAST",809708,C,374654,3,45,45,86250,11239,12,4452,1,03/06/2021,04/08/2021,04/03/2021,,,,550,7111840,03/08/2021,19,07/29/2021,Original,Close,40.64742,-73.884014,5,42,105804,3342907,3044520001,Starrett City
03/05/2021,1415,ALBANY AVENUE,1,BROOKLYN,1415 ALBANY AVENUE 1 BROOKLYN ,40.6496068,-73.9388784,14061803,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 80 SQUARE FEET AT CEILING AND ALL WALLS IN THE BATHROOM LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",183339,C,380574,3,1415,1415,12130,11203,1,4988,61,03/09/2021,04/10/2021,04/05/2021,,,03/23/2021,550,7114087,03/10/2021,19,06/18/2021,Original,Close,40.638626,-73.937684,17,45,836,3113383,3049880061,East Flatbush-Farragut
03/05/2021,2082,CROTONA PARKWAY,1A,BRONX,2082 CROTONA PARKWAY 1A BRONX ,40.8453246,-73.8843075,14351654,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 4 SQUARE FEET AT NORTH WALL, 2 SQUARE FEET AT EAST WALL 2 SQUARE FEET AT SOUTH WALL, 2 SQUARE FEET AT WEST WALL, IN THE BATHROOM LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 14060690 ISSUED 05-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",806416,C,200257,2,2082,2082,22720,10460,1,3118,33,05/21/2021,06/21/2021,06/16/2021,,,06/21/2021,550,7354364,05/21/2021,19,07/06/2021,Original,Close,40.845311,-73.884558,6,17,363,2092360,2031180033,East Tremont
03/05/2021,1382,ST JOHNS PLACE,3,BROOKLYN,1382 ST JOHNS PLACE 3 BROOKLYN ,40.6704339,-73.9325747,14390124,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL APPROX. 5 SQ.FT. AND AT WEST WALL APPROX. 5 SQ.FT. IN THE BATHROOM LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 14063684 ISSUED 05-MAR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",373709,C,324399,3,1382,1382,80330,11213,1,1384,22,06/15/2021,07/16/2021,07/11/2021,,,,550,7377834,06/15/2021,20,08/12/2021,Original,Open,40.67066,-73.932506,8,35,351,3037062,3013840022,Crown Heights North
03/06/2021,290,RIVERDALE AVENUE,6U,BROOKLYN,290 RIVERDALE AVENUE 6U BROOKLYN ,40.6614454,-73.9057235,14062359,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APROX +/- 35SQ FEET IN THE 4th ROOM FROM EAST LOCATED AT APT 6U, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION AT NORTH",362321,C,377188,3,290,312,73380,11212,6,3606,10,03/10/2021,04/11/2021,04/06/2021,,,,550,7115620,03/11/2021,19,06/17/2021,Original,Close,40.661443,-73.905598,16,42,918,3082392,3036060010,Brownsville
03/06/2021,101-66,125 STREET,4C,QUEENS,101-66 125 STREET 4C QUEENS ,40.6895349,-73.8201954,14062325,CERTIFICATION POSTPONMENT GRANTED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 90 SQ FT AT CEILING AND WEST , EAST , SOUTH AND NORTH WALLS IN THE BATHROOM LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",538384,C,404981,4,101-66,101-66,21640,11419,4,9491,37,03/06/2021,04/08/2021,04/03/2021,04/22/2021,04/17/2021,,550,7111626,03/08/2021,6,04/12/2021,Original,Open,40.691008,-73.820744,9,28,156,4200757,4094910037,Richmond Hill
03/06/2021,101-52,123 STREET,2NDFLO,QUEENS,101-52 123 STREET 2NDFLO QUEENS ,40.6894575,-73.8225504,14062354,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 35 SQ FT AT CEILING IN THE BATHROOM LOCATED AT APT 2NDFLO, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",536654,C,923856,4,101-52,101-52,21540,11419,2,9489,30,03/06/2021,04/08/2021,04/03/2021,,,03/31/2021,550,7111624,03/08/2021,22,05/25/2021,Original,Open,40.690473,-73.822703,9,28,156,4200663,4094890030,Richmond Hill
03/06/2021,1301,EAST NEW YORK AVENUE,1C,BROOKLYN,1301 EAST NEW YORK AVENUE 1C BROOKLYN ,40.6687237,-73.919304,14062481,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT ( APPROXIMATELY 60 NORTH WALL, EAST WALL, SOUTH WALL, CEILING IN THE 2nd BATHROOM FROM NORTH AT WEST LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",287213,C,312579,3,1301,1303,38330,11212,1,1476,32,03/07/2021,04/08/2021,04/03/2021,,,,550,7111128,03/08/2021,47,03/08/2021,Original,Open,40.668694,-73.919109,16,41,361,3039586,3014760032,Ocean Hill
03/07/2021,37-34,84 STREET,BASEME,QUEENS,37-34 84 STREET BASEME QUEENS ,40.7490286,-73.8824751,14063147,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 40 SQ FT AT THE CEILING, WEST, NORTH, EAST AND SOUTH WALLS IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT BSMT-APT BASEME, 1st BSMT-APT FROM WEST AT NORTH",810729,C,401974,4,37-34,37-42,17140,11372,Basement,1471,12,03/10/2021,04/11/2021,04/06/2021,,,,550,7115849,03/11/2021,22,11/09/2021,Original,Open,40.7496,-73.8824,3,21,281,4431436,4014710012,Jackson Heights
03/08/2021,2201,DAVIDSON AVENUE,1E,BRONX,2201 DAVIDSON AVENUE 1E BRONX ,40.8576679,-73.905798,14064048,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT WEST AND SOUTH WALLS (36 SQ.FT.) IN THE 2nd ROOM FROM EAST AT NORTH LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",60491,C,201109,2,2201,2205,23520,10453,1,3196,18,03/08/2021,04/09/2021,04/04/2021,,,,550,7112495,03/09/2021,20,04/12/2021,Original,Open,40.857462,-73.905634,5,14,251,2014205,2031960018,University Heights-Morris Heights
